label,video_name,frame,CA,SA,KA
SLIGHTLY,SLIGHT_002.mp4,143,39.49,66.44,153.05
SLIGHTLY,SLIGHT_002.mp4,144,42.39,66.03,156.36
SLIGHTLY,SLIGHT_002.mp4,145,43.6,65.93,157.68
SLIGHTLY,SLIGHT_002.mp4,146,42.01,66.01,156.0
SLIGHTLY,SLIGHT_002.mp4,147,42.25,65.93,156.32
SLIGHTLY,SLIGHT_002.mp4,148,40.57,65.99,154.58
SLIGHTLY,SLIGHT_002.mp4,149,34.34,65.7,148.63
SLIGHTLY,SLIGHT_002.mp4,150,35.07,65.65,149.42
SLIGHTLY,SLIGHT_002.mp4,151,29.7,65.89,143.81
SLIGHTLY,SLIGHT_002.mp4,152,32.15,65.93,146.22
SLIGHTLY,SLIGHT_002.mp4,153,34.53,65.66,148.87
SLIGHTLY,SLIGHT_002.mp4,154,33.6,64.95,148.64
SLIGHTLY,SLIGHT_002.mp4,155,33.14,64.68,148.45
SLIGHTLY,SLIGHT_002.mp4,156,32.86,64.73,148.12
SLIGHTLY,SLIGHT_002.mp4,157,28.61,64.95,143.66
SLIGHTLY,SLIGHT_002.mp4,158,24.12,66.15,137.97
SLIGHTLY,SLIGHT_002.mp4,159,24.09,66.15,137.94
SLIGHTLY,SLIGHT_002.mp4,160,36.0,64.44,151.56
SLIGHTLY,SLIGHT_002.mp4,161,33.2,64.94,148.26
SLIGHTLY,SLIGHT_002.mp4,162,33.27,64.98,148.29
SLIGHTLY,SLIGHT_002.mp4,163,33.78,64.98,148.8
SLIGHTLY,SLIGHT_002.mp4,164,34.04,64.86,149.18
SLIGHTLY,SLIGHT_002.mp4,165,34.57,64.64,149.94
SLIGHTLY,SLIGHT_002.mp4,166,38.02,64.42,153.61
SLIGHTLY,SLIGHT_002.mp4,167,40.11,63.71,156.41
SLIGHTLY,SLIGHT_002.mp4,168,41.78,63.22,158.56
SLIGHTLY,SLIGHT_003.mp4,0,62.59,74.53,168.06
SLIGHTLY,SLIGHT_003.mp4,1,57.72,79.24,158.48
SLIGHTLY,SLIGHT_003.mp4,2,55.41,83.39,152.02
SLIGHTLY,SLIGHT_003.mp4,3,49.01,85.86,143.15
SLIGHTLY,SLIGHT_003.mp4,4,55.34,87.77,147.57
SLIGHTLY,SLIGHT_003.mp4,5,56.73,87.65,149.08
SLIGHTLY,SLIGHT_003.mp4,6,55.05,88.74,146.31
SLIGHTLY,SLIGHT_003.mp4,7,57.43,88.77,148.67
SLIGHTLY,SLIGHT_003.mp4,8,57.55,89.3,148.24
SLIGHTLY,SLIGHT_003.mp4,9,57.14,89.17,147.98
SLIGHTLY,SLIGHT_003.mp4,10,57.16,89.31,147.85
SLIGHTLY,SLIGHT_003.mp4,11,57.23,89.17,148.06
SLIGHTLY,SLIGHT_003.mp4,12,57.53,89.29,148.23
SLIGHTLY,SLIGHT_003.mp4,13,56.67,89.58,147.09
SLIGHTLY,SLIGHT_003.mp4,14,57.11,89.72,147.39
SLIGHTLY,SLIGHT_003.mp4,15,57.83,89.72,148.11
SLIGHTLY,SLIGHT_003.mp4,16,57.17,90.0,147.17
SLIGHTLY,SLIGHT_003.mp4,17,57.55,89.86,147.69
SLIGHTLY,SLIGHT_003.mp4,18,57.77,89.86,147.91
SLIGHTLY,SLIGHT_003.mp4,19,57.85,89.71,148.14
SLIGHTLY,SLIGHT_003.mp4,20,58.44,89.57,148.88
SLIGHTLY,SLIGHT_003.mp4,21,58.22,89.57,148.65
SLIGHTLY,SLIGHT_003.mp4,22,57.2,89.86,147.34
SLIGHTLY,SLIGHT_003.mp4,23,56.75,89.85,146.9
SLIGHTLY,SLIGHT_003.mp4,24,56.61,89.71,146.9
SLIGHTLY,SLIGHT_004.mp4,0,55.57,84.02,151.55
SLIGHTLY,SLIGHT_004.mp4,1,55.94,85.51,150.43
SLIGHTLY,SLIGHT_004.mp4,2,56.38,86.55,149.84
SLIGHTLY,SLIGHT_004.mp4,3,55.87,86.4,149.48
SLIGHTLY,SLIGHT_004.mp4,4,55.8,87.33,148.47
SLIGHTLY,SLIGHT_004.mp4,5,55.59,87.33,148.26
SLIGHTLY,SLIGHT_004.mp4,6,55.59,87.2,148.39
SLIGHTLY,SLIGHT_004.mp4,7,55.59,86.14,149.45
SLIGHTLY,SLIGHT_004.mp4,8,54.92,85.13,149.79
SLIGHTLY,SLIGHT_004.mp4,9,54.92,84.85,150.07
SLIGHTLY,SLIGHT_004.mp4,10,54.34,81.92,152.42
SLIGHTLY,SLIGHT_004.mp4,11,54.13,83.04,151.09
SLIGHTLY,SLIGHT_004.mp4,12,53.13,82.28,150.85
SLIGHTLY,SLIGHT_004.mp4,13,52.35,81.94,150.41
SLIGHTLY,SLIGHT_004.mp4,14,52.19,82.48,149.71
SLIGHTLY,SLIGHT_004.mp4,15,52.19,83.98,148.21
SLIGHTLY,SLIGHT_004.mp4,16,52.24,85.16,147.08
SLIGHTLY,SLIGHT_004.mp4,17,52.24,83.52,148.72
SLIGHTLY,SLIGHT_004.mp4,18,52.03,83.07,148.96
SLIGHTLY,SLIGHT_004.mp4,19,52.03,82.89,149.14
SLIGHTLY,SLIGHT_004.mp4,20,52.03,82.53,149.5
SLIGHTLY,SLIGHT_004.mp4,21,51.67,82.82,148.85
SLIGHTLY,SLIGHT_004.mp4,22,51.62,84.07,147.55
SLIGHTLY,SLIGHT_004.mp4,23,52.15,85.39,146.76
SLIGHTLY,SLIGHT_004.mp4,24,52.67,86.43,146.23
SLIGHTLY,SLIGHT_004.mp4,25,52.87,86.23,146.65
SLIGHTLY,SLIGHT_004.mp4,26,52.67,86.98,145.69
SLIGHTLY,SLIGHT_004.mp4,27,52.72,86.62,146.1
SLIGHTLY,SLIGHT_004.mp4,28,53.34,86.16,147.18
SLIGHTLY,SLIGHT_004.mp4,29,53.55,86.0,147.55
SLIGHTLY,SLIGHT_004.mp4,30,53.6,86.96,146.65
SLIGHTLY,SLIGHT_004.mp4,31,53.6,86.8,146.8
SLIGHTLY,SLIGHT_004.mp4,32,53.76,86.64,147.12
SLIGHTLY,SLIGHT_004.mp4,33,53.6,86.63,146.97
SLIGHTLY,SLIGHT_004.mp4,34,53.13,85.95,147.18
SLIGHTLY,SLIGHT_004.mp4,35,52.97,85.63,147.34
SLIGHTLY,SLIGHT_004.mp4,36,52.76,84.09,148.67
SLIGHTLY,SLIGHT_004.mp4,37,52.01,82.31,149.7
SLIGHTLY,SLIGHT_004.mp4,38,51.26,81.52,149.74
SLIGHTLY,SLIGHT_004.mp4,39,50.23,81.62,148.6
SLIGHTLY,SLIGHT_004.mp4,40,49.28,82.2,147.08
SLIGHTLY,SLIGHT_004.mp4,41,49.1,82.05,147.05
SLIGHTLY,SLIGHT_004.mp4,42,49.1,82.0,147.1
SLIGHTLY,SLIGHT_004.mp4,43,49.07,82.16,146.91
SLIGHTLY,SLIGHT_004.mp4,44,49.81,82.02,147.79
SLIGHTLY,SLIGHT_004.mp4,45,50.02,82.02,148.0
SLIGHTLY,SLIGHT_004.mp4,46,51.55,81.87,149.68
SLIGHTLY,SLIGHT_004.mp4,47,52.03,81.85,150.19
SLIGHTLY,SLIGHT_004.mp4,48,51.55,81.87,149.68
SLIGHTLY,SLIGHT_005.mp4,0,46.0,91.68,134.32
SLIGHTLY,SLIGHT_005.mp4,1,46.82,92.18,134.64
SLIGHTLY,SLIGHT_005.mp4,2,51.65,91.56,140.1
SLIGHTLY,SLIGHT_005.mp4,3,50.87,92.72,138.15
SLIGHTLY,SLIGHT_005.mp4,4,48.46,92.48,135.98
SLIGHTLY,SLIGHT_005.mp4,5,45.79,93.4,132.39
SLIGHTLY,SLIGHT_005.mp4,6,46.23,92.87,133.35
SLIGHTLY,SLIGHT_005.mp4,7,46.04,92.62,133.42
SLIGHTLY,SLIGHT_005.mp4,8,47.05,92.71,134.34
SLIGHTLY,SLIGHT_005.mp4,9,47.86,92.6,135.27
SLIGHTLY,SLIGHT_005.mp4,10,48.08,92.48,135.59
SLIGHTLY,SLIGHT_005.mp4,11,47.31,92.58,134.73
SLIGHTLY,SLIGHT_005.mp4,12,47.11,92.59,134.52
SLIGHTLY,SLIGHT_005.mp4,13,46.89,91.89,135.0
SLIGHTLY,SLIGHT_005.mp4,14,47.09,91.78,135.32
SLIGHTLY,SLIGHT_005.mp4,15,47.31,92.09,135.22
SLIGHTLY,SLIGHT_005.mp4,16,47.44,92.49,134.94
SLIGHTLY,SLIGHT_005.mp4,17,46.6,93.06,133.54
SLIGHTLY,SLIGHT_005.mp4,18,46.2,93.17,133.03
SLIGHTLY,SLIGHT_005.mp4,19,45.6,92.82,132.78
SLIGHTLY,SLIGHT_005.mp4,20,44.8,92.61,132.19
SLIGHTLY,SLIGHT_005.mp4,21,45.2,92.41,132.8
SLIGHTLY,SLIGHT_005.mp4,22,45.0,92.51,132.49
SLIGHTLY,SLIGHT_005.mp4,23,44.79,92.49,132.3
SLIGHTLY,SLIGHT_005.mp4,24,44.59,92.48,132.1
SLIGHTLY,SLIGHT_005.mp4,25,45.0,92.48,132.52
SLIGHTLY,SLIGHT_005.mp4,26,45.21,92.46,132.74
SLIGHTLY,SLIGHT_005.mp4,27,45.21,92.46,132.74
SLIGHTLY,SLIGHT_005.mp4,28,45.21,92.46,132.75
SLIGHTLY,SLIGHT_005.mp4,29,45.82,92.69,133.13
SLIGHTLY,SLIGHT_005.mp4,30,47.06,92.9,134.16
SLIGHTLY,SLIGHT_005.mp4,31,47.9,92.79,135.12
SLIGHTLY,SLIGHT_005.mp4,32,47.9,92.77,135.13
SLIGHTLY,SLIGHT_005.mp4,33,47.9,92.65,135.25
SLIGHTLY,SLIGHT_005.mp4,34,47.92,92.43,135.5
SLIGHTLY,SLIGHT_005.mp4,35,47.73,92.45,135.27
SLIGHTLY,SLIGHT_005.mp4,36,48.19,92.12,136.07
SLIGHTLY,SLIGHT_005.mp4,37,48.17,92.02,136.15
SLIGHTLY,SLIGHT_005.mp4,38,47.53,92.02,135.51
SLIGHTLY,SLIGHT_005.mp4,39,46.45,92.14,134.3
SLIGHTLY,SLIGHT_005.mp4,40,46.24,92.03,134.2
SLIGHTLY,SLIGHT_005.mp4,41,46.24,92.04,134.2
SLIGHTLY,SLIGHT_005.mp4,42,46.25,91.92,134.32
SLIGHTLY,SLIGHT_005.mp4,43,46.46,92.27,134.19
SLIGHTLY,SLIGHT_005.mp4,44,46.45,92.38,134.07
SLIGHTLY,SLIGHT_005.mp4,45,46.45,92.6,133.85
SLIGHTLY,SLIGHT_005.mp4,46,46.25,92.82,133.43
SLIGHTLY,SLIGHT_005.mp4,47,46.45,93.03,133.42
SLIGHTLY,SLIGHT_005.mp4,48,46.45,93.22,133.23
SLIGHTLY,SLIGHT_005.mp4,49,45.62,93.1,132.52
SLIGHTLY,SLIGHT_005.mp4,50,45.21,93.1,132.11
SLIGHTLY,SLIGHT_005.mp4,51,45.0,93.1,131.9
SLIGHTLY,SLIGHT_005.mp4,52,44.79,92.9,131.89
SLIGHTLY,SLIGHT_005.mp4,53,46.09,92.09,134.0
SLIGHTLY,SLIGHT_005.mp4,54,47.22,91.74,135.48
SLIGHTLY,SLIGHT_005.mp4,55,48.7,92.13,136.57
SLIGHTLY,SLIGHT_005.mp4,56,48.47,92.25,136.21
SLIGHTLY,SLIGHT_005.mp4,57,48.24,92.16,136.08
SLIGHTLY,SLIGHT_005.mp4,58,48.04,91.86,136.18
SLIGHTLY,SLIGHT_005.mp4,59,48.01,91.97,136.04
SLIGHTLY,SLIGHT_005.mp4,60,48.67,91.85,136.82
SLIGHTLY,SLIGHT_005.mp4,61,48.44,91.97,136.47
SLIGHTLY,SLIGHT_005.mp4,62,48.22,91.97,136.24
SLIGHTLY,SLIGHT_005.mp4,63,47.81,90.59,137.22
SLIGHTLY,SLIGHT_005.mp4,64,48.01,90.47,137.55
SLIGHTLY,SLIGHT_005.mp4,65,47.45,90.89,136.57
SLIGHTLY,SLIGHT_005.mp4,66,46.65,87.48,139.17
SLIGHTLY,SLIGHT_005.mp4,67,46.45,87.01,139.44
SLIGHTLY,SLIGHT_005.mp4,68,46.44,87.58,138.86
SLIGHTLY,SLIGHT_005.mp4,69,47.88,87.35,140.53
SLIGHTLY,SLIGHT_005.mp4,70,49.43,87.53,141.9
SLIGHTLY,SLIGHT_005.mp4,71,50.01,87.8,142.2
SLIGHTLY,SLIGHT_005.mp4,72,48.39,88.81,139.58
SLIGHTLY,SLIGHT_005.mp4,73,47.78,87.83,139.95
SLIGHTLY,SLIGHT_005.mp4,74,47.37,88.04,139.33
SLIGHTLY,SLIGHT_005.mp4,75,46.36,88.04,138.32
SLIGHTLY,SLIGHT_005.mp4,76,44.25,88.72,135.53
SLIGHTLY,SLIGHT_005.mp4,77,43.91,88.74,135.17
SLIGHTLY,SLIGHT_005.mp4,78,43.72,88.64,135.08
SLIGHTLY,SLIGHT_005.mp4,79,42.59,88.72,133.88
SLIGHTLY,SLIGHT_005.mp4,80,42.58,88.5,134.07
SLIGHTLY,SLIGHT_005.mp4,81,42.58,88.61,133.97
SLIGHTLY,SLIGHT_005.mp4,82,42.58,88.49,134.09
SLIGHTLY,SLIGHT_005.mp4,83,42.58,88.5,134.08
SLIGHTLY,SLIGHT_005.mp4,84,41.63,87.87,133.77
SLIGHTLY,SLIGHT_005.mp4,85,41.68,88.2,133.47
SLIGHTLY,SLIGHT_005.mp4,86,41.5,88.12,133.39
SLIGHTLY,SLIGHT_005.mp4,87,41.36,88.48,132.88
SLIGHTLY,SLIGHT_005.mp4,88,40.14,88.01,132.14
SLIGHTLY,SLIGHT_005.mp4,89,39.33,87.9,131.42
SLIGHTLY,SLIGHT_005.mp4,90,39.33,87.26,132.07
SLIGHTLY,SLIGHT_005.mp4,91,38.99,86.72,132.27
SLIGHTLY,SLIGHT_005.mp4,92,39.97,86.74,133.23
SLIGHTLY,SLIGHT_005.mp4,93,39.84,87.07,132.77
SLIGHTLY,SLIGHT_005.mp4,94,39.87,87.16,132.71
SLIGHTLY,SLIGHT_005.mp4,95,39.9,86.83,133.08
SLIGHTLY,SLIGHT_005.mp4,96,39.9,86.81,133.1
SLIGHTLY,SLIGHT_005.mp4,97,40.07,86.7,133.37
SLIGHTLY,SLIGHT_005.mp4,98,40.49,85.91,134.58
SLIGHTLY,SLIGHT_005.mp4,99,42.16,87.19,134.97
SLIGHTLY,SLIGHT_005.mp4,100,41.8,87.33,134.47
SLIGHTLY,SLIGHT_005.mp4,101,42.01,87.72,134.29
SLIGHTLY,SLIGHT_005.mp4,102,41.3,87.81,133.49
SLIGHTLY,SLIGHT_005.mp4,103,41.12,87.56,133.56
SLIGHTLY,SLIGHT_005.mp4,104,40.57,87.42,133.15
SLIGHTLY,SLIGHT_005.mp4,105,40.22,87.19,133.04
SLIGHTLY,SLIGHT_005.mp4,106,39.29,87.12,132.17
SLIGHTLY,SLIGHT_005.mp4,107,38.7,86.73,131.97
SLIGHTLY,SLIGHT_005.mp4,108,37.79,86.89,130.9
SLIGHTLY,SLIGHT_005.mp4,109,37.68,87.24,130.43
SLIGHTLY,SLIGHT_005.mp4,110,37.48,87.35,130.12
SLIGHTLY,SLIGHT_005.mp4,111,37.63,87.34,130.29
SLIGHTLY,SLIGHT_005.mp4,112,37.58,87.33,130.25
SLIGHTLY,SLIGHT_006.mp4,0,45.0,92.64,132.36
SLIGHTLY,SLIGHT_006.mp4,1,45.84,91.17,134.66
SLIGHTLY,SLIGHT_006.mp4,2,51.26,91.29,139.96
SLIGHTLY,SLIGHT_006.mp4,3,52.21,91.74,140.48
SLIGHTLY,SLIGHT_006.mp4,4,52.4,91.52,140.87
SLIGHTLY,SLIGHT_006.mp4,5,52.87,91.16,141.71
SLIGHTLY,SLIGHT_006.mp4,6,51.14,91.0,140.14
SLIGHTLY,SLIGHT_006.mp4,7,52.04,90.9,141.14
SLIGHTLY,SLIGHT_006.mp4,8,51.38,90.77,140.61
SLIGHTLY,SLIGHT_006.mp4,9,51.72,90.97,140.75
SLIGHTLY,SLIGHT_006.mp4,10,52.13,90.89,141.23
SLIGHTLY,SLIGHT_006.mp4,11,52.94,90.78,142.16
SLIGHTLY,SLIGHT_006.mp4,12,52.46,90.35,142.11
SLIGHTLY,SLIGHT_006.mp4,13,52.8,90.24,142.56
SLIGHTLY,SLIGHT_006.mp4,14,54.87,89.39,145.48
SLIGHTLY,SLIGHT_006.mp4,15,54.72,88.77,145.95
SLIGHTLY,SLIGHT_006.mp4,16,54.46,88.4,146.06
SLIGHTLY,SLIGHT_006.mp4,17,54.46,87.66,146.8
SLIGHTLY,SLIGHT_006.mp4,18,53.54,86.95,146.59
SLIGHTLY,SLIGHT_006.mp4,19,53.29,86.47,146.82
SLIGHTLY,SLIGHT_006.mp4,20,53.34,86.19,147.14
SLIGHTLY,SLIGHT_006.mp4,21,53.5,85.95,147.55
SLIGHTLY,SLIGHT_006.mp4,22,52.92,86.45,146.46
SLIGHTLY,SLIGHT_006.mp4,23,53.24,86.32,146.92
SLIGHTLY,SLIGHT_006.mp4,24,50.61,86.33,144.28
SLIGHTLY,SLIGHT_006.mp4,25,51.08,85.85,145.23
SLIGHTLY,SLIGHT_006.mp4,26,50.75,85.84,144.9
SLIGHTLY,SLIGHT_006.mp4,27,50.58,85.48,145.1
SLIGHTLY,SLIGHT_006.mp4,28,49.54,85.05,144.5
SLIGHTLY,SLIGHT_006.mp4,29,50.23,84.95,145.28
SLIGHTLY,SLIGHT_006.mp4,30,49.11,83.79,145.32
SLIGHTLY,SLIGHT_006.mp4,31,48.76,82.86,145.9
SLIGHTLY,SLIGHT_006.mp4,32,48.56,82.98,145.59
SLIGHTLY,SLIGHT_006.mp4,33,48.39,82.74,145.65
SLIGHTLY,SLIGHT_006.mp4,34,48.41,82.74,145.67
SLIGHTLY,SLIGHT_006.mp4,35,48.23,82.52,145.71
SLIGHTLY,SLIGHT_006.mp4,36,48.66,82.11,146.55
SLIGHTLY,SLIGHT_006.mp4,37,47.93,82.14,145.79
SLIGHTLY,SLIGHT_006.mp4,38,47.93,82.14,145.79
SLIGHTLY,SLIGHT_006.mp4,39,47.54,82.24,145.3
SLIGHTLY,SLIGHT_006.mp4,40,47.52,82.48,145.05
SLIGHTLY,SLIGHT_006.mp4,41,47.71,82.46,145.25
SLIGHTLY,SLIGHT_006.mp4,42,47.91,82.46,145.45
SLIGHTLY,SLIGHT_006.mp4,43,47.89,82.46,145.43
SLIGHTLY,SLIGHT_006.mp4,44,47.52,82.34,145.18
SLIGHTLY,SLIGHT_006.mp4,45,47.91,82.22,145.69
SLIGHTLY,SLIGHT_006.mp4,46,47.89,82.29,145.6
SLIGHTLY,SLIGHT_006.mp4,47,47.87,82.39,145.48
SLIGHTLY,SLIGHT_006.mp4,48,47.87,82.64,145.23
SLIGHTLY,SLIGHT_006.mp4,49,47.67,82.76,144.91
SLIGHTLY,SLIGHT_006.mp4,50,47.31,82.71,144.59
SLIGHTLY,SLIGHT_006.mp4,51,47.51,82.71,144.79
SLIGHTLY,SLIGHT_006.mp4,52,46.57,83.04,143.53
SLIGHTLY,SLIGHT_006.mp4,53,46.57,83.01,143.56
SLIGHTLY,SLIGHT_006.mp4,54,46.57,83.16,143.41
SLIGHTLY,SLIGHT_006.mp4,55,47.15,83.19,143.96
SLIGHTLY,SLIGHT_006.mp4,56,46.95,83.36,143.59
SLIGHTLY,SLIGHT_006.mp4,57,46.35,83.84,142.51
SLIGHTLY,SLIGHT_006.mp4,58,45.38,84.41,140.97
SLIGHTLY,SLIGHT_006.mp4,59,44.81,84.63,140.18
SLIGHTLY,SLIGHT_006.mp4,60,44.24,84.72,139.52
SLIGHTLY,SLIGHT_006.mp4,61,44.05,84.71,139.35
SLIGHTLY,SLIGHT_006.mp4,62,43.87,84.7,139.17
SLIGHTLY,SLIGHT_006.mp4,63,43.88,84.67,139.21
SLIGHTLY,SLIGHT_006.mp4,64,43.32,84.54,138.78
SLIGHTLY,SLIGHT_006.mp4,65,43.51,84.56,138.95
SLIGHTLY,SLIGHT_006.mp4,66,43.69,84.44,139.26
SLIGHTLY,SLIGHT_006.mp4,67,43.69,84.43,139.27
SLIGHTLY,SLIGHT_006.mp4,68,44.45,84.63,139.82
SLIGHTLY,SLIGHT_006.mp4,69,44.26,84.66,139.61
SLIGHTLY,SLIGHT_006.mp4,70,44.26,84.57,139.69
SLIGHTLY,SLIGHT_006.mp4,71,44.07,84.36,139.71
SLIGHTLY,SLIGHT_006.mp4,72,44.06,84.67,139.39
SLIGHTLY,SLIGHT_006.mp4,73,44.06,84.66,139.4
SLIGHTLY,SLIGHT_006.mp4,74,44.06,85.4,138.66
SLIGHTLY,SLIGHT_006.mp4,75,43.88,85.53,138.34
SLIGHTLY,SLIGHT_006.mp4,76,42.18,85.55,136.63
SLIGHTLY,SLIGHT_006.mp4,77,41.24,85.69,135.55
SLIGHTLY,SLIGHT_006.mp4,78,40.63,85.45,135.18
SLIGHTLY,SLIGHT_006.mp4,79,39.67,85.45,134.22
SLIGHTLY,SLIGHT_006.mp4,80,39.46,85.34,134.12
SLIGHTLY,SLIGHT_006.mp4,81,39.63,85.09,134.54
SLIGHTLY,SLIGHT_006.mp4,82,39.84,84.96,134.88
SLIGHTLY,SLIGHT_006.mp4,83,39.87,84.96,134.91
SLIGHTLY,SLIGHT_006.mp4,84,39.7,84.84,134.86
SLIGHTLY,SLIGHT_006.mp4,85,39.7,84.84,134.86
SLIGHTLY,SLIGHT_006.mp4,86,39.7,84.69,135.01
SLIGHTLY,SLIGHT_006.mp4,87,39.67,84.31,135.35
SLIGHTLY,SLIGHT_006.mp4,88,39.67,84.3,135.37
SLIGHTLY,SLIGHT_006.mp4,89,39.46,84.31,135.15
SLIGHTLY,SLIGHT_006.mp4,90,40.17,84.44,135.74
SLIGHTLY,SLIGHT_006.mp4,91,39.64,84.42,135.21
SLIGHTLY,SLIGHT_006.mp4,92,39.27,84.5,134.77
SLIGHTLY,SLIGHT_006.mp4,93,38.94,84.62,134.32
SLIGHTLY,SLIGHT_006.mp4,94,38.94,84.62,134.32
SLIGHTLY,SLIGHT_006.mp4,95,38.78,84.62,134.16
SLIGHTLY,SLIGHT_006.mp4,96,38.78,84.5,134.28
SLIGHTLY,SLIGHT_006.mp4,97,38.42,84.49,133.93
SLIGHTLY,SLIGHT_006.mp4,98,38.26,84.25,134.01
SLIGHTLY,SLIGHT_006.mp4,99,38.1,84.12,133.98
SLIGHTLY,SLIGHT_006.mp4,100,37.94,83.9,134.04
SLIGHTLY,SLIGHT_006.mp4,101,37.58,83.67,133.91
SLIGHTLY,SLIGHT_006.mp4,102,37.23,83.77,133.46
SLIGHTLY,SLIGHT_006.mp4,103,36.92,83.77,133.15
SLIGHTLY,SLIGHT_006.mp4,104,36.42,83.75,132.66
SLIGHTLY,SLIGHT_006.mp4,105,35.66,83.44,132.21
SLIGHTLY,SLIGHT_006.mp4,106,36.41,82.91,133.5
SLIGHTLY,SLIGHT_006.mp4,107,36.82,82.66,134.16
SLIGHTLY,SLIGHT_006.mp4,108,36.82,82.84,133.97
SLIGHTLY,SLIGHT_006.mp4,109,36.71,82.68,134.04
SLIGHTLY,SLIGHT_006.mp4,110,36.92,82.05,134.88
SLIGHTLY,SLIGHT_006.mp4,111,36.45,81.54,134.91
SLIGHTLY,SLIGHT_006.mp4,112,36.51,81.44,135.07
SLIGHTLY,SLIGHT_006.mp4,113,37.28,81.18,136.11
SLIGHTLY,SLIGHT_006.mp4,114,37.81,80.8,137.01
SLIGHTLY,SLIGHT_006.mp4,115,37.65,80.54,137.11
SLIGHTLY,SLIGHT_006.mp4,116,37.65,80.39,137.26
SLIGHTLY,SLIGHT_006.mp4,117,37.44,80.06,137.38
SLIGHTLY,SLIGHT_006.mp4,118,37.76,80.01,137.75
SLIGHTLY,SLIGHT_006.mp4,119,37.6,80.02,137.58
SLIGHTLY,SLIGHT_006.mp4,120,37.6,80.04,137.56
SLIGHTLY,SLIGHT_006.mp4,121,37.6,79.94,137.66
SLIGHTLY,SLIGHT_006.mp4,122,37.39,79.77,137.62
SLIGHTLY,SLIGHT_006.mp4,123,37.55,80.42,137.14
SLIGHTLY,SLIGHT_006.mp4,124,37.76,80.64,137.12
SLIGHTLY,SLIGHT_006.mp4,125,37.76,80.63,137.13
SLIGHTLY,SLIGHT_006.mp4,126,37.71,80.38,137.34
SLIGHTLY,SLIGHT_006.mp4,127,37.67,80.62,137.05
SLIGHTLY,SLIGHT_006.mp4,128,37.67,80.74,136.93
SLIGHTLY,SLIGHT_006.mp4,129,37.83,80.69,137.13
SLIGHTLY,SLIGHT_006.mp4,130,37.24,80.46,136.79
SLIGHTLY,SLIGHT_006.mp4,131,37.03,80.19,136.84
SLIGHTLY,SLIGHT_006.mp4,132,37.03,80.63,136.4
SLIGHTLY,SLIGHT_006.mp4,133,36.82,80.73,136.09
SLIGHTLY,SLIGHT_006.mp4,134,36.82,80.76,136.05
SLIGHTLY,SLIGHT_006.mp4,135,36.82,80.65,136.17
SLIGHTLY,SLIGHT_006.mp4,136,36.82,80.67,136.15
SLIGHTLY,SLIGHT_006.mp4,137,36.82,80.78,136.03
SLIGHTLY,SLIGHT_007.mp4,0,67.74,92.44,155.29
SLIGHTLY,SLIGHT_007.mp4,1,69.56,100.15,149.4
SLIGHTLY,SLIGHT_007.mp4,2,67.18,103.67,143.51
SLIGHTLY,SLIGHT_007.mp4,3,64.69,106.43,138.25
SLIGHTLY,SLIGHT_007.mp4,4,62.45,108.19,134.25
SLIGHTLY,SLIGHT_007.mp4,5,59.42,108.96,130.47
SLIGHTLY,SLIGHT_007.mp4,6,62.94,109.31,133.63
SLIGHTLY,SLIGHT_007.mp4,7,62.76,108.0,134.76
SLIGHTLY,SLIGHT_007.mp4,8,62.75,107.81,134.95
SLIGHTLY,SLIGHT_007.mp4,9,61.24,108.12,133.12
SLIGHTLY,SLIGHT_007.mp4,10,60.21,108.24,131.97
SLIGHTLY,SLIGHT_007.mp4,11,60.16,107.89,132.27
SLIGHTLY,SLIGHT_007.mp4,12,60.35,107.84,132.51
SLIGHTLY,SLIGHT_007.mp4,13,60.54,107.88,132.66
SLIGHTLY,SLIGHT_007.mp4,14,59.74,108.0,131.74
SLIGHTLY,SLIGHT_007.mp4,15,58.66,108.36,130.3
SLIGHTLY,SLIGHT_007.mp4,16,59.16,108.51,130.65
SLIGHTLY,SLIGHT_007.mp4,17,59.53,108.83,130.7
SLIGHTLY,SLIGHT_007.mp4,18,60.03,108.83,131.2
SLIGHTLY,SLIGHT_007.mp4,19,59.85,108.79,131.06
SLIGHTLY,SLIGHT_007.mp4,20,59.48,108.75,130.73
SLIGHTLY,SLIGHT_007.mp4,21,59.48,108.99,130.49
SLIGHTLY,SLIGHT_007.mp4,22,60.12,109.38,130.74
SLIGHTLY,SLIGHT_007.mp4,23,58.97,109.61,129.36
SLIGHTLY,SLIGHT_007.mp4,24,58.66,109.61,129.05
SLIGHTLY,SLIGHT_007.mp4,25,57.33,109.88,127.45
SLIGHTLY,SLIGHT_007.mp4,26,56.93,109.91,127.02
SLIGHTLY,SLIGHT_007.mp4,27,56.41,109.87,126.55
SLIGHTLY,SLIGHT_007.mp4,28,56.41,109.83,126.59
SLIGHTLY,SLIGHT_007.mp4,29,56.62,109.71,126.91
SLIGHTLY,SLIGHT_007.mp4,30,56.31,109.83,126.48
SLIGHTLY,SLIGHT_007.mp4,31,56.31,109.83,126.48
SLIGHTLY,SLIGHT_007.mp4,32,55.8,109.83,125.97
SLIGHTLY,SLIGHT_007.mp4,33,56.0,109.98,126.02
SLIGHTLY,SLIGHT_007.mp4,34,56.21,109.91,126.3
SLIGHTLY,SLIGHT_007.mp4,35,56.41,109.95,126.46
SLIGHTLY,SLIGHT_007.mp4,36,56.72,109.95,126.76
